,id,review,category,rating,city,lat,lon
1021,XvtsL3IWWifdLS1SbYD-tg,205,seafood,4,Hartford,41.756855,-72.713795
1022,bQQ9z0jU9Bk6ykjrQn3jcQ,50,brazilian,4.5,Hartford,41.7467339,-72.71371702
1023,BvofP8v4jHnowavY7U188A,220,mideastern,4.5,Hartford,41.7668276,-72.7106645
1024,MkAuYeTMzLa11pP0jYuUwQ,29,soulfood,4.5,Hartford,41.7869457,-72.6735491
1025,Pq6iIBjMGW_6ogMMzq2XJQ,456,mediterranean,4.5,West Hartford,41.7607,-72.74514
1026,8dr1t56VIC8KKuIfMVxITQ,57,thai,4,Hartford,41.755576,-72.680405
1027,AOYs2n9LIn8XdGLorUpecw,54,comfortfood,4.5,Hartford,41.75817,-72.68763
1028,ycwjhzfgARLoFC6x83MSrg,363,mexican,3.5,Hartford,41.768546,-72.6782116
1029,vXHqkixr5VEXHdhrA_xx0g,41,polish,4,Hartford,41.759223,-72.6716179
1030,5olkyqiIQeDiiDnfF41W7A,44,latin,4.5,Hartford,41.758005,-72.7016367
1031,tpxs3Ofh1d4Yh7SjmyKfuQ,87,italian,3.5,Hartford,41.7530545,-72.683084
1032,DFgUpgrRLmHynk9IH9_4DA,183,pizza,3.5,Hartford,41.7675937,-72.67326
1033,P_QOAet4GoDAzI5bYuXZkA,7,bars,4,Hartford,41.76733,-72.67837
1034,QsXaw8qzjqmEIi8TrDjeZw,267,newamerican,3.5,Hartford,41.76744683,-72.6729362
1035,HtLRWPItmC93__AjFJTB5A,69,cocktailbars,4,Hartford,41.762224,-72.675337
1036,c9mLOJsttQwjzjnTsXXozg,272,lebanese,4.5,West Hartford,41.75762,-72.72218
1037,#NAME?,88,portuguese,4.5,Hartford,41.724247,-72.710581
1038,VyTtQHoBzRkAv7L4zWOSUw,67,peruvian,4.5,Hartford,41.73623022,-72.67511673
1039,aK7VnQeId-cRaRpHyS-Djw,21,italian,5,Hartford,41.7671824,-72.6773204
1040,Edw0Y6aM8bSbZCOtfkL8_g,88,vietnamese,4.5,Hartford,41.7636899,-72.6888
1041,00_ovl_msYknPkuVOghQcQ,36,cheesesteaks,4.5,Hartford,41.75593,-72.71319
1042,u4E_cWczKpiWNyEQUEt2tA,320,seafood,3,Hartford,41.73531927,-72.66159634
1043,Clm8kMbibmdDgG-qau3V-A,83,italian,3.5,Hartford,41.76407226,-72.66941553
1044,WpVD0TEcD6SKETxW5cm5SQ,248,tradamerican,4,West Hartford,41.75757,-72.72177
1045,-1OKn2TRxsoZ1fZClMnnog,590,steak,4.5,Glastonbury,41.721484,-72.622915
1046,8QXBznT6k51-VODq4a_GdQ,182,asianfusion,4.5,West Hartford,41.73279336,-72.73506607
1047,cvQoNmbbL9Wit88sCVmYkQ,148,italian,3.5,Hartford,41.760072,-72.675158
1048,A54uHtfn0MArgAOofuevHQ,118,newamerican,3,Hartford,41.7681263,-72.6779932
1049,pWSOW0T4rND4YueYvt5lXg,11,pizza,4,Hartford,41.767121,-72.675256
1050,7PPIuQB2Hzw3ydR16nBY7g,112,italian,4.5,Rolling Hills Estates,33.7694831,-118.3690569
1051,g0ppR1wMKRbdKfY10zcr6A,410,mediterranean,4.5,Rolling Hills Estates,33.7751693,-118.3753787
1052,FNXVm-5DxLwiSmFhN6egfw,26,seafood,4.5,Redondo Beach,33.8176465,-118.3881702
1053,Mi55P1q7Sz7IjJ9xN6LQ7g,356,tradamerican,4,Rolling Hills Estates,33.7721481,-118.3733215
